"","Artista","Nombre_Obra","Precio","Año","Galeria","Imagen","Medio"
"267","Ron English","""VANITY : TRIBUTE TO WARHOL""","20,000-30,000 US$","2011","Galerie Jacob Paulett","http://images.artnet.com/artwork_images_425936611_1021958_resize_ron-english.asp?width=130&maxheight=130","escultura"
"272","Antoine Coysevox","Venus a La Tortue","19,850 US$","circa 1880","M.S. Rau Antiques","http://images.artnet.com/artwork_images_892_1142320_resize_antoine-coysevox.asp?width=130&maxheight=130","escultura"
"275","Miguel Branco","Untitled","16,000 EUR (19,629 US$)","2010","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_983949_resize_miguel-branco.asp?width=130&maxheight=130","escultura"
"276","John Van Alstine","Cambre V","19,500 US$","2012","C Fine Art","http://images.artnet.com/artwork_images_424459324_1038363_resize_john-van-alstine.asp?width=130&maxheight=130","escultura"
"277","Ann Christopher","Standing Line","13,500 GBP (18,987 US$)","1989","Pangolin London","http://images.artnet.com/artwork_images_425918258_1074552_resize_ann-christopher.asp?width=130&maxheight=130","escultura"
"278","Georg Jensen","Pair of Silver Bowls","19,000-20,000 US$","1923","Kelly Gallery","http://images.artnet.com/artwork_images_425935143_906510_resize_georg-jensen.asp?width=130&maxheight=130","escultura"
"280","Hermann Otto Haase-Ilsenburg","The Abduction of Europa","18,850 US$","1910","M.S. Rau Antiques","http://images.artnet.com/artwork_images_892_1142291_resize_hermann-otto-haase-ilsenburg.asp?width=130&maxheight=130","escultura"
"283","Antoine-Louis Barye","Senegalese Elephant","18,500 US$","circa 1870","M.S. Rau Antiques","http://images.artnet.com/artwork_images_892_1135763_resize_antoine-louis-barye.asp?width=130&maxheight=130","escultura"
"284","Caroline Ramersdorfer","Inner View II","18,500 US$","2013","C Fine Art","http://images.artnet.com/artwork_images_424459324_1038629_resize_caroline-ramersdorfer.asp?width=130&maxheight=130","escultura"
"287","JD Hansen","Warmth of an Echo","18,000 US$","2016","HOHMANN FINE ART","http://images.artnet.com/artwork_images_424199342_1122502_resize_jd-hansen.asp?width=130&maxheight=130","escultura"
"289","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"290","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"294","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"297","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"298","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"119","Ann Christopher","Standing Line","13,500 GBP (18,987 US$)","1989","Pangolin London","http://images.artnet.com/artwork_images_425918258_1074552_resize_ann-christopher.asp?width=130&maxheight=130","escultura"
"2","Georg Jensen","Pair of Silver Bowls","19,000-20,000 US$","1923","Kelly Gallery","http://images.artnet.com/artwork_images_425935143_906510_resize_georg-jensen.asp?width=130&maxheight=130","escultura"
"4","Hermann Otto Haase-Ilsenburg","The Abduction of Europa","18,850 US$","1910","M.S. Rau Antiques","http://images.artnet.com/artwork_images_892_1142291_resize_hermann-otto-haase-ilsenburg.asp?width=130&maxheight=130","escultura"
"7","Antoine-Louis Barye","Senegalese Elephant","18,500 US$","circa 1870","M.S. Rau Antiques","http://images.artnet.com/artwork_images_892_1135763_resize_antoine-louis-barye.asp?width=130&maxheight=130","escultura"
"83","Caroline Ramersdorfer","Inner View II","18,500 US$","2013","C Fine Art","http://images.artnet.com/artwork_images_424459324_1038629_resize_caroline-ramersdorfer.asp?width=130&maxheight=130","escultura"
"11","JD Hansen","Warmth of an Echo","18,000 US$","2016","HOHMANN FINE ART","http://images.artnet.com/artwork_images_424199342_1122502_resize_jd-hansen.asp?width=130&maxheight=130","escultura"
"13","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"14","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"18","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"215","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"22","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"2510","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"26","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"30","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"331","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"34","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"37","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"38","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"421","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"451","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"46","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"49","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"50","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"54","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"57","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"58","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"61","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"62","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"661","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"691","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"701","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"731","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"74","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"78","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"811","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"82","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"851","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"86","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"90","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"93","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"941","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"97","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"981","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"1021","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"1051","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"1061","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"1091","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"110","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"1141","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"1171","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"1181","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"121","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"1221","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"1261","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"129","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"130","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
"133","Rick Lapointe","Totem of the Knowledge Seekers","18,000 US$","2015","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1087053_resize_rick-lapointe.asp?width=130&maxheight=130","escultura"
"134","John Paul Robinson","Flying With Fire","18,000 US$","2014","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1040335_resize_john-paul-robinson.asp?width=130&maxheight=130","escultura"
"138","Chuck Close","Self-Portrait (anamorphic)","18,000 US$","2009","Two Palms","http://images.artnet.com/artwork_images_423788132_1070803_resize_chuck-close.asp?width=130&maxheight=130","escultura"
"1411","Romain Langlois","The Anthropocene","14,300 EUR (17,544 US$)","2015","Artistics","http://images.artnet.com/artwork_images_425935449_985244_resize_romain-langlois.asp?width=130&maxheight=130","escultura"
"1421","Markus Lüpertz","Neptun","14,000 EUR (17,176 US$)","2015","Korff-Stiftung","http://images.artnet.com/artwork_images_425386264_1128931_resize_markus-lupertz.asp?width=130&maxheight=130","escultura"
